Student_ID,Month,Hours_Studied,Attendance,Submission_Timeliness,Participation,Extra_C,Previous_Scores,Test_Score,Project_Marks,Backlogs,Exam_Score
1010,May,31,98,Late,Medium,Active,54,16,15,5,50.05
1010,Jun,33,82,On time,Medium,Inactive,54,22,15,5,55.28
1011,Jan,31,74,No Submission,Medium,Active,50,19,37,2,65.56
1011,Feb,18,71,Late,High,Highly Active,50,19,37,2,58.73
1011,Mar,19,55,Late,Low,Active,50,26,37,2,54.06
1011,Apr,13,69,No Submission,Low,Inactive,50,17,37,2,41.25
1011,May,10,67,Late,High,Highly Active,50,24,37,2,57.48
1011,Jun,19,97,No Submission,High,Active,50,27,37,2,60.92
1012,Jan,21,75,Late,Medium,Highly Active,61,19,40,5,54.53
1012,Feb,7,69,No Submission,High,Highly Active,61,19,40,5,43.41
1012,Mar,11,75,On time,Medium,Highly Active,61,14,40,5,49.22
1012,Apr,26,88,No Submission,High,Active,61,23,40,5,62.91
1012,May,10,63,Late,Medium,Highly Active,61,23,40,5,52.65
1012,Jun,18,51,No Submission,Medium,Active,61,26,40,5,50.39
1013,Jan,21,67,On time,Low,Inactive,70,30,34,3,64.62
1013,Feb,31,83,Late,High,Highly Active,70,10,34,3,68.8
1013,Mar,29,74,Late,High,Active,70,17,34,3,68.85
1013,Apr,20,73,On time,High,Highly Active,70,23,34,3,70.19
1013,May,27,54,No Submission,Low,Highly Active,70,28,34,3,57.73
1013,Jun,16,89,Late,High,Inactive,70,24,34,3,60.79
1014,Jan,15,97,On time,Low,Highly Active,71,30,13,3,59.18
1014,Feb,17,60,On time,High,Inactive,71,19,13,3,49.17
1014,Mar,12,95,Late,Medium,Highly Active,71,24,13,3,46.26
1014,Apr,40,59,On time,High,Inactive,71,11,13,3,65.54
1014,May,12,62,On time,Low,Active,71,11,13,3,36.2
1014,Jun,36,56,No Submission,Medium,Highly Active,71,29,13,3,62.67
1015,Jan,34,77,No Submission,High,Inactive,55,26,16,4,56.46
1015,Feb,5,55,No Submission,High,Highly Active,55,29,16,4,38.68
1015,Mar,20,50,Late,High,Highly Active,55,18,16,4,47.06
1015,Apr,24,93,Late,Low,Highly Active,55,29,16,4,59.21
1015,May,36,69,No Submission,High,Active,55,22,16,4,58.86
1015,Jun,7,84,On time,Medium,Active,55,30,16,4,44.89
1016,Jan,19,81,Late,Medium,Active,81,27,10,4,47.97
1016,Feb,38,51,On time,High,Inactive,81,30,10,4,72.36
1016,Mar,25,98,On time,High,Highly Active,81,26,10,4,62.8
1016,Apr,25,72,Late,Low,Inactive,81,30,10,4,48.95
1016,May,32,54,On time,Low,Inactive,81,10,10,4,47.67
1016,Jun,6,70,No Submission,Low,Highly Active,81,10,10,4,26.87
1017,Jan,6,100,On time,Medium,Inactive,99,14,29,4,42.86
1017,Feb,7,81,No Submission,High,Inactive,99,16,29,4,41.82
1017,Mar,12,77,On time,Low,Inactive,99,21,29,4,46.87
1017,Apr,37,83,No Submission,High,Active,99,26,29,4,72.44
1017,May,20,55,Late,Medium,Active,99,14,29,4,51.93
1017,Jun,35,78,On time,Low,Active,99,25,29,4,75.14
1018,Jan,35,100,No Submission,Medium,Inactive,83,28,38,2,77.5
1018,Feb,37,87,No Submission,High,Inactive,83,25,38,2,78.11
1018,Mar,8,57,Late,High,Inactive,83,18,38,2,49.79
1018,Apr,6,58,No Submission,High,Inactive,83,28,38,2,52.26
1018,May,15,87,Late,High,Highly Active,83,22,38,2,62.77
1018,Jun,21,66,Late,High,Highly Active,83,21,38,2,69.53
1019,Jan,27,89,No Submission,Medium,Highly Active,50,10,12,1,53.85
1019,Feb,11,78,No Submission,High,Inactive,50,20,12,1,43.45
1019,Mar,31,63,Late,Medium,Active,50,13,12,1,51.57
1019,Apr,39,89,No Submission,Medium,Active,50,11,12,1,60.23
1019,May,18,67,No Submission,Medium,Active,50,28,12,1,52.84
1019,Jun,37,100,Late,High,Highly Active,50,27,12,1,72.62
1020,Jan,13,75,On time,Low,Active,59,25,13,0,54.66
1020,Feb,23,61,Late,High,Highly Active,59,13,13,0,56.64
1020,Mar,12,100,On time,High,Active,59,23,13,0,56.61
1020,Apr,33,70,Late,Low,Highly Active,59,24,13,0,62.85
1020,May,9,57,Late,Medium,Highly Active,59,13,13,0,42.23
1020,Jun,26,92,No Submission,Medium,Highly Active,59,18,13,0,59.52
1021,Jan,38,58,On time,Low,Active,93,16,31,3,70.49
1021,Feb,30,53,Late,Low,Highly Active,93,10,31,3,54.93
1021,Mar,10,91,Late,Medium,Inactive,93,24,31,3,53.31
1021,Apr,12,92,Late,Medium,Active,93,28,31,3,61.15
1021,May,30,83,Late,Medium,Active,93,17,31,3,64.13
1021,Jun,36,82,On time,High,Highly Active,93,20,31,3,80.63
1022,Jan,20,58,Late,Medium,Inactive,43,16,12,3,37.29
1022,Feb,13,100,No Submission,High,Highly Active,43,17,12,3,38.43
1022,Mar,40,91,Late,Medium,Inactive,43,12,12,3,61.12
1022,Apr,22,67,No Submission,Low,Highly Active,43,20,12,3,40.78
1022,May,34,83,No Submission,Low,Active,43,18,12,3,47.69
1022,Jun,26,66,On time,Medium,Inactive,43,16,12,3,50.73
1023,Jan,19,94,On time,Medium,Inactive,69,22,38,1,69.47
1023,Feb,24,90,No Submission,High,Inactive,69,28,38,1,64.86
1023,Mar,35,92,On time,Low,Active,69,23,38,1,82.37
1023,Apr,23,99,Late,Low,Highly Active,69,11,38,1,59.8
1023,May,6,54,On time,High,Active,69,17,38,1,56.92
1023,Jun,17,56,No Submission,Medium,Highly Active,69,22,38,1,57.56
1024,Jan,26,73,Late,Medium,Highly Active,58,16,16,3,56.01
1024,Feb,31,98,On time,Low,Active,58,24,16,3,65.26
1024,Mar,22,63,Late,High,Active,58,16,16,3,48.3
1024,Apr,17,86,Late,Medium,Highly Active,58,14,16,3,45.59
1024,May,29,97,Late,High,Highly Active,58,25,16,3,62.19
1024,Jun,21,86,On time,Medium,Highly Active,58,28,16,3,65.99
1025,Jan,33,81,No Submission,High,Highly Active,65,16,11,5,48.66
1025,Feb,26,76,On time,Low,Active,65,13,11,5,44.73
1025,Mar,27,61,On time,Low,Inactive,65,20,11,5,47.54
1025,Apr,36,97,No Submission,Low,Active,65,22,11,5,50.98
1025,May,8,60,Late,Low,Active,65,20,11,5,28.79
1025,Jun,36,60,On time,High,Inactive,65,12,11,5,52.43
1026,Jan,18,55,No Submission,High,Highly Active,60,16,27,1,53.56
1026,Feb,26,52,No Submission,Medium,Inactive,60,28,27,1,58.53
1026,Mar,31,56,Late,High,Inactive,60,18,27,1,66.86
1026,Apr,12,88,Late,Medium,Active,60,13,27,1,50.48
1026,May,23,96,No Submission,Low,Active,60,30,27,1,61.46
1026,Jun,25,81,No Submission,Low,Active,60,21,27,1,56.12
1027,Jan,37,88,On time,Low,Inactive,96,13,23,2,71.44
1027,Feb,17,86,Late,Low,Inactive,96,21,23,2,52.22
1027,Mar,14,50,No Submission,Low,Active,96,26,23,2,50.66
1027,Apr,15,67,No Submission,Medium,Inactive,96,13,23,2,38.77
1027,May,19,99,Late,Low,Inactive,96,18,23,2,55.1
1027,Jun,11,72,On time,High,Highly Active,96,29,23,2,64.4
1028,Jan,16,68,Late,Low,Active,73,12,15,0,45.5
1028,Feb,24,62,Late,Low,Active,73,10,15,0,53.26
1028,Mar,7,65,Late,High,Inactive,73,28,15,0,44.95
1028,Apr,12,75,Late,High,Active,73,26,15,0,53.27
1028,May,36,95,Late,Medium,Inactive,73,26,15,0,77.18
1028,Jun,5,93,On time,Low,Highly Active,73,11,15,0,44.2
1029,Jan,6,72,On time,High,Active,99,30,24,2,61.54
1029,Feb,22,88,On time,High,Highly Active,99,16,24,2,62.84
1029,Mar,7,78,Late,High,Active,99,21,24,2,48.92
1029,Apr,8,73,Late,Medium,Inactive,99,14,24,2,42.1
1029,May,27,92,No Submission,Low,Active,99,21,24,2,62.43
1029,Jun,30,59,No Submission,Low,Active,99,12,24,2,49.92
1030,Jan,27,63,No Submission,High,Inactive,60,22,29,4,56.64
1030,Feb,20,71,On time,High,Active,60,16,29,4,56.2
1030,Mar,27,82,On time,High,Highly Active,60,29,29,4,71.93
1030,Apr,28,55,Late,Medium,Inactive,60,25,29,4,56.31
1030,May,27,66,Late,High,Highly Active,60,16,29,4,55.79
1030,Jun,28,88,Late,Medium,Inactive,60,15,29,4,54.95
1031,Jan,34,74,No Submission,Low,Active,70,25,34,4,64.61
1031,Feb,23,61,On time,Low,Active,70,14,34,4,56.22
1031,Mar,12,79,Late,Medium,Active,70,29,34,4,53.07
1031,Apr,38,88,On time,High,Active,70,18,34,4,75.34
1031,May,22,84,No Submission,High,Inactive,70,29,34,4,56.1
1031,Jun,28,71,On time,Medium,Highly Active,70,18,34,4,69.48
1032,Jan,29,79,No Submission,Medium,Highly Active,74,13,40,1,62.51
1032,Feb,34,80,No Submission,Medium,Inactive,74,29,40,1,76.75
1032,Mar,26,58,No Submission,Low,Highly Active,74,13,40,1,61.81
1032,Apr,14,52,No Submission,Medium,Highly Active,74,11,40,1,52.78
1032,May,16,62,On time,Low,Inactive,74,11,40,1,54.02
1032,Jun,38,67,No Submission,Low,Inactive,74,16,40,1,69.06
1033,Jan,26,71,On time,Low,Active,82,18,29,4,56.54
1033,Feb,18,66,Late,Medium,Active,82,21,29,4,52.72
1033,Mar,27,50,On time,Low,Inactive,82,24,29,4,61.95
1033,Apr,33,76,No Submission,Medium,Active,82,29,29,4,67.5
1033,May,15,53,Late,High,Inactive,82,23,29,4,47.97
1033,Jun,33,100,No Submission,Medium,Highly Active,82,13,29,4,62.61
1034,Jan,12,100,On time,Low,Active,78,15,31,0,61.26
1034,Feb,37,70,On time,Medium,Inactive,78,15,31,0,77.84
1034,Mar,21,54,On time,High,Inactive,78,17,31,0,61.63
1034,Apr,28,94,Late,Low,Inactive,78,26,31,0,71.48
1034,May,29,99,On time,Medium,Active,78,26,31,0,77.81
1034,Jun,20,71,Late,Low,Inactive,78,13,31,0,53.32
1035,Jan,17,73,On time,High,Highly Active,89,27,10,2,61.89
1035,Feb,19,64,On time,Medium,Active,89,18,10,2,50.1
1035,Mar,35,99,On time,Medium,Inactive,89,10,10,2,60.82
1035,Apr,8,62,On time,Medium,Inactive,89,21,10,2,44.64
1035,May,6,56,No Submission,High,Active,89,10,10,2,28.94
1035,Jun,33,82,No Submission,High,Inactive,89,29,10,2,66.74
1036,Jan,7,91,No Submission,Medium,Highly Active,66,27,26,5,46.38
1036,Feb,26,80,On time,Medium,Inactive,66,15,26,5,52.07
1036,Mar,27,78,No Submission,Low,Inactive,66,12,26,5,46.74
1036,Apr,35,96,No Submission,High,Inactive,66,10,26,5,55.25
1036,May,40,94,No Submission,Medium,Highly Active,66,16,26,5,62.61
1036,Jun,34,63,No Submission,Medium,Inactive,66,25,26,5,52.56
1037,Jan,31,100,On time,Low,Highly Active,53,17,14,1,69.88
1037,Feb,39,61,Late,Medium,Highly Active,53,14,14,1,64.42
1037,Mar,40,85,Late,High,Highly Active,53,28,14,1,78.1
1037,Apr,23,81,On time,Low,Active,53,18,14,1,52.56
1037,May,34,81,Late,High,Inactive,53,16,14,1,64.03
1037,Jun,20,56,On time,High,Highly Active,53,21,14,1,59.34
1038,Jan,35,89,Late,High,Active,63,25,27,0,78.41
1038,Feb,35,97,Late,High,Inactive,63,18,27,0,75.96
1038,Mar,26,83,On time,Low,Inactive,63,17,27,0,60.2
1038,Apr,13,72,On time,Medium,Highly Active,63,16,27,0,56.44
1038,May,36,75,Late,High,Inactive,63,24,27,0,77.47
1038,Jun,19,80,On time,High,Highly Active,63,17,27,0,69.11
1039,Jan,31,75,Late,Medium,Active,65,13,39,3,64.1
1039,Feb,6,69,On time,High,Active,65,25,39,3,58.73
1039,Mar,21,57,No Submission,Low,Highly Active,65,13,39,3,46.81
1039,Apr,21,79,No Submission,High,Highly Active,65,20,39,3,60.81
1039,May,31,51,Late,High,Active,65,13,39,3,64.37
1039,Jun,22,66,No Submission,Low,Inactive,65,24,39,3,55.84
1040,Jan,15,76,On time,High,Inactive,81,18,14,1,52.36
1040,Feb,17,95,On time,High,Active,81,24,14,1,63.24
1040,Mar,19,80,No Submission,Medium,Active,81,22,14,1,53.34
1040,Apr,25,88,Late,Low,Highly Active,81,20,14,1,61.99
1040,May,17,59,Late,Medium,Inactive,81,11,14,1,42.92
1040,Jun,37,99,On time,High,Highly Active,81,27,14,1,86.85
1041,Jan,36,77,No Submission,Low,Inactive,87,18,24,2,60.51
1041,Feb,22,53,No Submission,Low,Inactive,87,26,24,2,47.18
1041,Mar,25,63,Late,High,Active,87,18,24,2,58.71
1041,Apr,34,69,On time,Medium,Inactive,87,20,24,2,68.25
1041,May,20,93,No Submission,Medium,Active,87,28,24,2,62.35
1041,Jun,8,80,No Submission,Medium,Highly Active,87,28,24,2,49.86
1042,Jan,13,99,No Submission,Medium,Active,70,16,11,4,38.9
1042,Feb,13,77,Late,Low,Highly Active,70,22,11,4,39.83
1042,Mar,24,85,No Submission,High,Inactive,70,18,11,4,42.49
1042,Apr,13,76,Late,Low,Active,70,18,11,4,36.32
1042,May,38,67,Late,High,Highly Active,70,25,11,4,65.02
1042,Jun,34,89,No Submission,Low,Highly Active,70,11,11,4,53.35
1043,Jan,6,89,No Submission,Low,Inactive,65,26,12,2,32.54
1043,Feb,16,73,On time,High,Active,65,19,12,2,54.13
1043,Mar,28,82,Late,Medium,Active,65,23,12,2,57.67
1043,Apr,28,98,No Submission,High,Inactive,65,30,12,2,63.33
1043,May,35,55,On time,Low,Inactive,65,21,12,2,60.83
1043,Jun,17,56,Late,Medium,Highly Active,65,19,12,2,42.71
1044,Jan,21,61,On time,Low,Inactive,54,26,39,3,57.15
1044,Feb,19,93,On time,Low,Highly Active,54,14,39,3,60.04
1044,Mar,36,85,Late,Medium,Inactive,54,16,39,3,70.47
1044,Apr,39,68,On time,Medium,Inactive,54,25,39,3,75.54
1044,May,26,63,No Submission,High,Inactive,54,24,39,3,60.92
1044,Jun,10,68,Late,Medium,Active,54,29,39,3,52.18
1045,Jan,39,66,No Submission,Medium,Inactive,71,25,20,4,61.76
1045,Feb,27,60,On time,Medium,Highly Active,71,10,20,4,52.7
1045,Mar,12,91,On time,High,Inactive,71,14,20,4,41.7
1045,Apr,6,68,On time,High,Inactive,71,24,20,4,42.39
1045,May,34,69,Late,Low,Highly Active,71,10,20,4,52.63
1045,Jun,31,80,Late,Medium,Highly Active,71,26,20,4,61.79
1046,Jan,10,93,No Submission,Low,Active,56,21,23,0,43.86
1046,Feb,20,61,On time,Medium,Highly Active,56,13,23,0,55.64
1046,Mar,13,69,Late,High,Active,56,23,23,0,54.1
1046,Apr,20,63,No Submission,Low,Inactive,56,16,23,0,47.96
1046,May,20,93,On time,Low,Highly Active,56,15,23,0,61.61
1046,Jun,39,92,On time,Low,Active,56,15,23,0,72.77
1047,Jan,19,99,On time,High,Highly Active,99,23,14,1,66.4
1047,Feb,16,90,Late,High,Inactive,99,26,14,1,58.86
1047,Mar,31,65,Late,Medium,Inactive,99,18,14,1,62.54
1047,Apr,24,56,On time,Medium,Active,99,27,14,1,65.6
1047,May,39,52,Late,Low,Active,99,20,14,1,68.4
1047,Jun,15,81,On time,High,Inactive,99,10,14,1,52.14
1048,Jan,29,67,Late,Low,Active,78,12,39,5,54.33
1048,Feb,37,66,On time,Medium,Inactive,78,20,39,5,74.58
1048,Mar,34,62,Late,Low,Active,78,12,39,5,62.28
1048,Apr,40,58,Late,Low,Highly Active,78,29,39,5,78.59
1048,May,37,60,On time,Low,Active,78,15,39,5,68.32
1048,Jun,13,97,No Submission,Medium,Active,78,13,39,5,45.68
1049,Jan,9,70,On time,Low,Highly Active,83,16,28,3,47.5
1049,Feb,9,52,No Submission,High,Highly Active,83,20,28,3,40.14
1049,Mar,9,62,No Submission,Medium,Highly Active,83,27,28,3,48.2
1049,Apr,28,86,Late,Medium,Inactive,83,15,28,3,60.17
1049,May,7,52,No Submission,Low,Highly Active,83,17,28,3,35.7
1049,Jun,34,61,No Submission,Medium,Active,83,12,28,3,55.92
1050,Jan,35,91,No Submission,Low,Active,76,15,11,5,48.0
1050,Feb,31,91,On time,Medium,Inactive,76,15,11,5,52.58
1050,Mar,22,79,On time,Medium,Inactive,76,16,11,5,48.76
1050,Apr,28,96,No Submission,High,Inactive,76,28,11,5,56.03
1050,May,26,87,Late,High,Active,76,13,11,5,51.84
1050,Jun,30,69,On time,High,Active,76,24,11,5,57.14
1051,Jan,21,52,No Submission,Low,Active,74,23,19,2,50.39
1051,Feb,39,74,Late,Medium,Highly Active,74,17,19,2,68.93
1051,Mar,17,84,On time,Low,Active,74,22,19,2,56.41
1051,Apr,32,58,Late,Medium,Inactive,74,14,19,2,57.85
1051,May,8,57,On time,Low,Highly Active,74,15,19,2,43.47
1051,Jun,30,87,No Submission,Medium,Highly Active,74,14,19,2,53.78
1052,Jan,13,63,No Submission,Low,Active,90,11,38,4,43.23
1052,Feb,25,99,No Submission,Low,Highly Active,90,12,38,4,57.02
1052,Mar,12,99,Late,Medium,Highly Active,90,28,38,4,63.83
1052,Apr,6,53,On time,Low,Inactive,90,12,38,4,38.04
1052,May,16,94,No Submission,Low,Highly Active,90,17,38,4,49.99
1052,Jun,21,72,On time,Low,Highly Active,90,18,38,4,58.77
1053,Jan,7,88,On time,Medium,Active,98,10,27,2,50.17
1053,Feb,12,95,On time,Medium,Inactive,98,13,27,2,52.61
1053,Mar,35,99,Late,Low,Inactive,98,24,27,2,74.06
1053,Apr,36,90,On time,Medium,Highly Active,98,26,27,2,81.46
1053,May,30,76,Late,Medium,Active,98,23,27,2,70.95
1053,Jun,17,61,Late,Medium,Inactive,98,21,27,2,53.79
1054,Jan,17,98,Late,Low,Active,67,13,20,5,39.83
1054,Feb,16,67,Late,High,Highly Active,67,13,20,5,46.16
1054,Mar,39,87,Late,Low,Highly Active,67,26,20,5,71.88
1054,Apr,33,89,On time,Medium,Highly Active,67,27,20,5,70.48
1054,May,17,70,On time,Medium,Highly Active,67,21,20,5,50.88
1054,Jun,33,91,Late,Medium,Highly Active,67,23,20,5,60.93
1055,Jan,15,79,On time,Medium,Active,94,26,34,2,61.81
1055,Feb,16,50,On time,High,Active,94,19,34,2,59.43
1055,Mar,6,58,No Submission,Medium,Inactive,94,15,34,2,38.09
1055,Apr,7,69,On time,Medium,Highly Active,94,19,34,2,56.12
1055,May,9,79,No Submission,Low,Inactive,94,12,34,2,40.32
1055,Jun,16,67,On time,Low,Inactive,94,15,34,2,54.46
1056,Jan,22,98,No Submission,High,Active,85,25,39,4,67.7
1056,Feb,24,84,On time,Medium,Highly Active,85,13,39,4,65.91
1056,Mar,27,61,On time,Medium,Inactive,85,29,39,4,72.56
1056,Apr,5,51,On time,Medium,Highly Active,85,20,39,4,45.91
1056,May,15,79,Late,High,Active,85,13,39,4,49.58
1056,Jun,10,63,No Submission,High,Active,85,13,39,4,43.48
1057,Jan,40,58,Late,High,Active,41,13,11,0,66.39
1057,Feb,27,81,Late,Medium,Active,41,30,11,0,63.22
1057,Mar,20,89,On time,Medium,Inactive,41,14,11,0,55.02
1057,Apr,12,84,Late,Low,Highly Active,41,17,11,0,46.56
1057,May,7,68,On time,Low,Active,41,11,11,0,38.58
1057,Jun,29,56,No Submission,High,Highly Active,41,14,11,0,52.94
1058,Jan,7,53,On time,High,Inactive,56,20,23,1,43.06
1058,Feb,35,57,Late,High,Highly Active,56,10,23,1,66.58
1058,Mar,5,62,Late,High,Inactive,56,11,23,1,33.31
1058,Apr,9,56,Late,High,Highly Active,56,27,23,1,54.58
1058,May,8,96,Late,Medium,Highly Active,56,26,23,1,53.56
1058,Jun,20,74,No Submission,Medium,Highly Active,56,23,23,1,56.11
1059,Jan,21,67,On time,Medium,Highly Active,55,28,38,5,63.8
1059,Feb,9,96,On time,High,Active,55,13,38,5,52.55
1059,Mar,9,50,On time,Low,Active,55,23,38,5,47.09
1059,Apr,28,51,No Submission,Low,Active,55,14,38,5,45.35
1059,May,17,51,No Submission,Low,Inactive,55,23,38,5,44.11
1059,Jun,14,57,Late,Medium,Highly Active,55,13,38,5,46.31
1060,Jan,27,86,Late,Medium,Active,74,30,25,2,69.29
1060,Feb,33,79,No Submission,Low,Inactive,74,26,25,2,58.59
1060,Mar,14,83,No Submission,Low,Active,74,29,25,2,51.01
1060,Apr,7,68,No Submission,High,Highly Active,74,13,25,2,38.56
1060,May,36,70,On time,Medium,Highly Active,74,23,25,2,78.01
1060,Jun,40,59,On time,Medium,Inactive,74,12,25,2,66.95
1061,Jan,22,81,Late,Low,Active,73,30,19,1,62.06
1061,Feb,13,97,On time,High,Active,73,27,19,1,59.61
1061,Mar,25,84,Late,Medium,Highly Active,73,11,19,1,60.08
1061,Apr,11,57,On time,Medium,Inactive,73,12,19,1,45.46
1061,May,12,52,On time,Low,Highly Active,73,19,19,1,48.6
1061,Jun,14,93,On time,Medium,Active,73,17,19,1,52.15
1062,Jan,15,68,Late,Low,Inactive,53,28,37,0,59.95
1062,Feb,18,61,Late,Medium,Active,53,11,37,0,50.6
1062,Mar,6,63,No Submission,Low,Highly Active,53,27,37,0,51.17
1062,Apr,26,80,Late,High,Inactive,53,18,37,0,65.46
1062,May,35,53,No Submission,Low,Inactive,53,18,37,0,62.4
1062,Jun,26,69,Late,High,Highly Active,53,18,37,0,71.21
1063,Jan,29,86,Late,Low,Active,55,25,30,1,68.9
1063,Feb,18,60,On time,High,Highly Active,55,26,30,1,68.83
1063,Mar,29,54,Late,High,Active,55,29,30,1,74.05
1063,Apr,20,93,No Submission,High,Active,55,13,30,1,51.8
1063,May,27,80,On time,Medium,Inactive,55,25,30,1,74.07
1063,Jun,32,67,On time,High,Active,55,19,30,1,76.57
1064,Jan,37,56,Late,Medium,Highly Active,80,11,22,4,55.48
1064,Feb,6,95,No Submission,Medium,Highly Active,80,27,22,4,41.87
1064,Mar,32,88,Late,Low,Active,80,24,22,4,64.65
1064,Apr,34,81,On time,Low,Inactive,80,12,22,4,60.07
1064,May,16,91,No Submission,High,Highly Active,80,11,22,4,42.9
1064,Jun,38,84,On time,Medium,Inactive,80,26,22,4,73.68
1065,Jan,7,100,No Submission,High,Active,71,30,14,0,48.32
1065,Feb,11,91,Late,High,Highly Active,71,20,14,0,55.65
1065,Mar,21,84,No Submission,Medium,Highly Active,71,19,14,0,53.93
1065,Apr,40,53,Late,High,Highly Active,71,27,14,0,79.48
1065,May,30,86,No Submission,Medium,Highly Active,71,28,14,0,66.59
1065,Jun,24,63,On time,Low,Highly Active,71,11,14,0,58.22
1066,Jan,35,84,No Submission,Low,Highly Active,52,25,22,1,65.21
1066,Feb,31,82,On time,Medium,Inactive,52,10,22,1,62.75
1066,Mar,5,58,Late,Medium,Highly Active,52,17,22,1,41.64
1066,Apr,26,90,Late,High,Inactive,52,15,22,1,57.59
1066,May,6,85,On time,Medium,Highly Active,52,16,22,1,50.01
1066,Jun,19,94,On time,High,Highly Active,52,20,22,1,66.61
1067,Jan,9,57,No Submission,High,Highly Active,61,12,27,4,32.66
1067,Feb,37,74,No Submission,Low,Inactive,61,18,27,4,52.57
1067,Mar,36,69,Late,Medium,Inactive,61,20,27,4,62.2
1067,Apr,39,82,No Submission,Medium,Active,61,18,27,4,64.19
1067,May,5,78,On time,Low,Highly Active,61,17,27,4,38.87
1067,Jun,25,62,Late,High,Highly Active,61,16,27,4,55.66
1068,Jan,26,66,No Submission,Medium,Inactive,97,27,38,0,66.59
1068,Feb,31,59,No Submission,Low,Inactive,97,25,38,0,66.65
1068,Mar,11,51,On time,Low,Highly Active,97,15,38,0,58.12
1068,Apr,24,95,No Submission,High,Active,97,29,38,0,80.54
