Student_ID,Month,Hours_Studied,Attendance,Previous_Scores,Test_Score,Project_Marks,Submission_Timeliness,Participation,Extra_C,Backlogs,Exam_Score,engagement_feature,risk_feature,balance_feature,activeness_feature
1004,Mar,29,79,75,14,19,10,10,5,1,67.3,8.95,-5.5,8.62,7.5
1004,Apr,32,61,75,30,19,-10,5,10,1,65.98,5.55,-5.5,-1.0,7.5
1004,May,13,67,75,30,19,0,5,5,1,56.4,5.85,-5.5,1.62,5.0
1004,Jun,10,72,75,16,19,-10,10,10,1,41.63,8.6,-5.5,-3.75,10.0
1005,Jan,38,70,72,29,26,-10,0,0,5,64.81,3.5,2.8,-0.25,0.0
1005,Feb,34,67,72,17,26,0,10,5,5,64.69,8.35,2.8,4.25,7.5
1005,Mar,35,73,72,20,26,0,10,10,5,67.9,8.65,2.8,4.38,10.0
1005,Apr,23,50,72,30,26,10,10,10,5,61.37,7.5,2.8,7.88,10.0
1005,May,16,78,72,16,26,10,5,0,5,48.21,6.4,2.8,7.0,2.5
1005,Jun,36,71,72,15,26,10,10,5,5,66.5,8.55,2.8,9.5,7.5
1006,Jan,27,99,98,15,27,-10,0,10,4,52.37,4.95,-1.8,-1.62,5.0
1006,Feb,9,66,98,13,27,0,0,0,4,37.41,3.3,-1.8,1.12,0.0
1006,Mar,27,64,98,27,27,10,5,0,4,65.52,5.7,-1.8,8.38,2.5
1006,Apr,35,53,98,24,27,-10,0,0,4,58.24,2.65,-1.8,-0.62,0.0
1006,May,28,58,98,29,27,0,0,0,4,59.41,2.9,-1.8,3.5,0.0
1006,Jun,8,66,98,27,27,10,10,0,4,55.09,8.3,-1.8,6.0,5.0
1007,Jan,24,84,57,10,14,10,5,5,3,49.47,6.7,0.3,8.0,5.0
1007,Feb,24,64,57,30,14,10,0,0,3,59.6,3.2,0.3,8.0,0.0
1007,Mar,12,84,57,26,14,10,5,0,3,44.36,6.7,0.3,6.5,2.5
1007,Apr,26,52,57,30,14,10,0,5,3,61.57,2.6,0.3,8.25,2.5
1007,May,10,92,57,16,14,0,5,0,3,36.02,7.1,0.3,1.25,2.5
1007,Jun,20,51,57,17,14,0,10,10,3,49.25,7.55,0.3,2.5,10.0
1008,Jan,9,69,54,28,35,10,0,0,1,55.2,3.45,-3.4,6.12,0.0
1008,Feb,19,54,54,11,35,0,10,10,1,55.44,7.7,-3.4,2.38,10.0
1008,Mar,10,52,54,29,35,0,5,0,1,56.65,5.1,-3.4,1.25,2.5
1008,Apr,20,87,54,12,35,10,0,10,1,64.3,4.35,-3.4,7.5,5.0
1008,May,29,73,54,13,35,0,0,5,1,62.66,3.65,-3.4,3.62,2.5
1008,Jun,38,55,54,10,35,10,0,10,1,67.89,2.75,-3.4,9.75,5.0
1009,Jan,35,96,86,14,36,-10,5,0,3,63.91,7.3,-2.6,-0.62,2.5
1009,Feb,31,90,86,11,36,0,10,10,3,69.23,9.5,-2.6,3.88,10.0
1009,Mar,31,62,86,18,36,-10,5,0,3,58.52,5.6,-2.6,-1.12,2.5
1009,Apr,11,100,86,13,36,10,0,10,3,53.97,5.0,-2.6,6.38,5.0
1009,May,33,60,86,16,36,0,5,10,3,71.39,5.5,-2.6,4.12,7.5
1009,Jun,24,91,86,10,36,0,10,5,3,62.1,9.55,-2.6,3.0,7.5
1010,Jan,23,93,54,23,15,-10,0,0,5,38.51,4.65,4.6,-2.12,0.0
1010,Feb,22,85,54,14,15,-10,5,10,5,42.63,6.75,4.6,-2.25,7.5
1010,Mar,14,68,54,19,15,-10,0,10,5,32.92,3.4,4.6,-3.25,5.0
1010,Apr,32,94,54,27,15,-10,10,10,5,59.84,9.7,4.6,-1.0,10.0
1010,May,31,98,54,16,15,0,5,5,5,50.05,7.4,4.6,3.88,5.0
1010,Jun,33,82,54,22,15,10,5,0,5,55.28,6.6,4.6,9.12,2.5
1011,Jan,31,74,50,19,37,-10,5,5,2,65.56,6.2,-1.0,-1.12,5.0
1011,Feb,18,71,50,19,37,0,10,10,2,58.73,8.55,-1.0,2.25,10.0
1011,Mar,19,55,50,26,37,0,0,5,2,54.06,2.75,-1.0,2.38,2.5
1011,Apr,13,69,50,17,37,-10,0,0,2,41.25,3.45,-1.0,-3.38,0.0
1011,May,10,67,50,24,37,0,10,10,2,57.48,8.35,-1.0,1.25,10.0
1011,Jun,19,97,50,27,37,-10,10,5,2,60.92,9.85,-1.0,-2.62,7.5
1012,Jan,21,75,61,19,40,0,5,10,5,54.53,6.25,3.9,2.62,7.5
1012,Feb,7,69,61,19,40,-10,10,10,5,43.41,8.45,3.9,-4.12,10.0
1012,Mar,11,75,61,14,40,10,5,10,5,49.22,6.25,3.9,6.38,7.5
1012,Apr,26,88,61,23,40,-10,10,5,5,62.91,9.4,3.9,-1.75,7.5
1012,May,10,63,61,23,40,0,5,10,5,52.65,5.65,3.9,1.25,7.5
1012,Jun,18,51,61,26,40,-10,5,5,5,50.39,5.05,3.9,-2.75,5.0
1013,Jan,21,67,70,30,34,10,0,0,3,64.62,3.35,-1.0,7.62,0.0
1013,Feb,31,83,70,10,34,0,10,10,3,68.8,9.15,-1.0,3.88,10.0
1013,Mar,29,74,70,17,34,0,10,5,3,68.85,8.7,-1.0,3.62,7.5
1013,Apr,20,73,70,23,34,10,10,10,3,70.19,8.65,-1.0,7.5,10.0
1013,May,27,54,70,28,34,-10,0,10,3,57.73,2.7,-1.0,-1.62,5.0
1013,Jun,16,89,70,24,34,0,10,0,3,60.79,9.45,-1.0,2.0,5.0
1014,Jan,15,97,71,30,13,10,0,10,3,59.18,4.85,-1.1,6.88,5.0
1014,Feb,17,60,71,19,13,10,10,0,3,49.17,8.0,-1.1,7.12,5.0
1014,Mar,12,95,71,24,13,0,5,10,3,46.26,7.25,-1.1,1.5,7.5
1014,Apr,40,59,71,11,13,10,10,0,3,65.54,7.95,-1.1,10.0,5.0
1014,May,12,62,71,11,13,10,0,5,3,36.2,3.1,-1.1,6.5,2.5
1014,Jun,36,56,71,29,13,-10,5,10,3,62.67,5.3,-1.1,-0.5,7.5
1015,Jan,34,77,55,26,16,-10,10,0,4,56.46,8.85,2.5,-0.75,5.0
1015,Feb,5,55,55,29,16,-10,10,10,4,38.68,7.75,2.5,-4.38,10.0
1015,Mar,20,50,55,18,16,0,10,10,4,47.06,7.5,2.5,2.5,10.0
1015,Apr,24,93,55,29,16,0,0,10,4,59.21,4.65,2.5,3.0,5.0
1015,May,36,69,55,22,16,-10,10,5,4,58.86,8.45,2.5,-0.5,7.5
1015,Jun,7,84,55,30,16,10,5,5,4,44.89,6.7,2.5,5.88,5.0
1016,Jan,19,81,81,27,10,0,5,5,4,47.97,6.55,-0.1,2.38,5.0
1016,Feb,38,51,81,30,10,10,10,0,4,72.36,7.55,-0.1,9.75,5.0
1016,Mar,25,98,81,26,10,10,10,10,4,62.8,9.9,-0.1,8.12,10.0
1016,Apr,25,72,81,30,10,0,0,0,4,48.95,3.6,-0.1,3.12,0.0
1016,May,32,54,81,10,10,10,0,0,4,47.67,2.7,-0.1,9.0,0.0
1016,Jun,6,70,81,10,10,-10,0,10,4,26.87,3.5,-0.1,-4.25,5.0
1017,Jan,6,100,99,14,29,10,5,0,4,42.86,7.5,-1.9,5.75,2.5
1017,Feb,7,81,99,16,29,-10,10,0,4,41.82,9.05,-1.9,-4.12,5.0
1017,Mar,12,77,99,21,29,10,0,0,4,46.87,3.85,-1.9,6.5,0.0
1017,Apr,37,83,99,26,29,-10,10,5,4,72.44,9.15,-1.9,-0.38,7.5
1017,May,20,55,99,14,29,0,5,5,4,51.93,5.25,-1.9,2.5,5.0
1017,Jun,35,78,99,25,29,10,0,5,4,75.14,3.9,-1.9,9.38,2.5
1018,Jan,35,100,83,28,38,-10,5,0,2,77.5,7.5,-4.3,-0.62,2.5
1018,Feb,37,87,83,25,38,-10,10,0,2,78.11,9.35,-4.3,-0.38,5.0
1018,Mar,8,57,83,18,38,0,10,0,2,49.79,7.85,-4.3,1.0,5.0
1018,Apr,6,58,83,28,38,-10,10,0,2,52.26,7.9,-4.3,-4.25,5.0
1018,May,15,87,83,22,38,0,10,10,2,62.77,9.35,-4.3,1.88,10.0
1018,Jun,21,66,83,21,38,0,10,10,2,69.53,8.3,-4.3,2.62,10.0
1019,Jan,27,89,50,10,12,-10,5,10,1,53.85,6.95,-3.0,-1.62,7.5
1019,Feb,11,78,50,20,12,-10,10,0,1,43.45,8.9,-3.0,-3.62,5.0
1019,Mar,31,63,50,13,12,0,5,5,1,51.57,5.65,-3.0,3.88,5.0
1019,Apr,39,89,50,11,12,-10,5,5,1,60.23,6.95,-3.0,-0.12,5.0
1019,May,18,67,50,28,12,-10,5,5,1,52.84,5.85,-3.0,-2.75,5.0
1019,Jun,37,100,50,27,12,0,10,10,1,72.62,10.0,-3.0,4.62,10.0
1020,Jan,13,75,59,25,13,10,0,5,0,54.66,3.75,-5.9,6.62,2.5
1020,Feb,23,61,59,13,13,0,10,10,0,56.64,8.05,-5.9,2.88,10.0
1020,Mar,12,100,59,23,13,10,10,5,0,56.61,10.0,-5.9,6.5,7.5
1020,Apr,33,70,59,24,13,0,0,10,0,62.85,3.5,-5.9,4.12,5.0
1020,May,9,57,59,13,13,0,5,10,0,42.23,5.35,-5.9,1.12,7.5
1020,Jun,26,92,59,18,13,-10,5,10,0,59.52,7.1,-5.9,-1.75,7.5
1021,Jan,38,58,93,16,31,10,0,5,3,70.49,2.9,-3.3,9.75,2.5
1021,Feb,30,53,93,10,31,0,0,10,3,54.93,2.65,-3.3,3.75,5.0
1021,Mar,10,91,93,24,31,0,5,0,3,53.31,7.05,-3.3,1.25,2.5
1021,Apr,12,92,93,28,31,0,5,5,3,61.15,7.1,-3.3,1.5,5.0
1021,May,30,83,93,17,31,0,5,5,3,64.13,6.65,-3.3,3.75,5.0
1021,Jun,36,82,93,20,31,10,10,10,3,80.63,9.1,-3.3,9.5,10.0
1022,Jan,20,58,43,16,12,0,5,0,3,37.29,5.4,1.7,2.5,2.5
1022,Feb,13,100,43,17,12,-10,10,10,3,38.43,10.0,1.7,-3.38,10.0
1022,Mar,40,91,43,12,12,0,5,0,3,61.12,7.05,1.7,5.0,2.5
1022,Apr,22,67,43,20,12,-10,0,10,3,40.78,3.35,1.7,-2.25,5.0
1022,May,34,83,43,18,12,-10,0,5,3,47.69,4.15,1.7,-0.75,2.5
1022,Jun,26,66,43,16,12,10,5,0,3,50.73,5.8,1.7,8.25,2.5
1023,Jan,19,94,69,22,38,10,5,0,1,69.47,7.2,-4.9,7.38,2.5
1023,Feb,24,90,69,28,38,-10,10,0,1,64.86,9.5,-4.9,-2.0,5.0
1023,Mar,35,92,69,23,38,10,0,5,1,82.37,4.6,-4.9,9.38,2.5
1023,Apr,23,99,69,11,38,0,0,10,1,59.8,4.95,-4.9,2.88,5.0
1023,May,6,54,69,17,38,10,10,5,1,56.92,7.7,-4.9,5.75,7.5
1023,Jun,17,56,69,22,38,-10,5,10,1,57.56,5.3,-4.9,-2.88,7.5
1024,Jan,26,73,58,16,16,0,5,10,3,56.01,6.15,0.2,3.25,7.5
1024,Feb,31,98,58,24,16,10,0,5,3,65.26,4.9,0.2,8.88,2.5
1024,Mar,22,63,58,16,16,0,10,5,3,48.3,8.15,0.2,2.75,7.5
1024,Apr,17,86,58,14,16,0,5,10,3,45.59,6.8,0.2,2.12,7.5
1024,May,29,97,58,25,16,0,10,10,3,62.19,9.85,0.2,3.62,10.0
1024,Jun,21,86,58,28,16,10,5,10,3,65.99,6.8,0.2,7.62,7.5
1025,Jan,33,81,65,16,11,-10,10,10,5,48.66,9.05,3.5,-0.88,10.0
1025,Feb,26,76,65,13,11,10,0,5,5,44.73,3.8,3.5,8.25,2.5
1025,Mar,27,61,65,20,11,10,0,0,5,47.54,3.05,3.5,8.38,0.0
1025,Apr,36,97,65,22,11,-10,0,5,5,50.98,4.85,3.5,-0.5,2.5
1025,May,8,60,65,20,11,0,0,5,5,28.79,3.0,3.5,1.0,2.5
1025,Jun,36,60,65,12,11,10,10,0,5,52.43,8.0,3.5,9.5,5.0
1026,Jan,18,55,60,16,27,-10,10,10,1,53.56,7.75,-4.0,-2.75,10.0
1026,Feb,26,52,60,28,27,-10,5,0,1,58.53,5.1,-4.0,-1.75,2.5
1026,Mar,31,56,60,18,27,0,10,0,1,66.86,7.8,-4.0,3.88,5.0
1026,Apr,12,88,60,13,27,0,5,5,1,50.48,6.9,-4.0,1.5,5.0
1026,May,23,96,60,30,27,-10,0,5,1,61.46,4.8,-4.0,-2.12,2.5
1026,Jun,25,81,60,21,27,-10,0,5,1,56.12,4.05,-4.0,-1.88,2.5
1027,Jan,37,88,96,13,23,10,0,0,2,71.44,4.4,-5.6,9.62,0.0
1027,Feb,17,86,96,21,23,0,0,0,2,52.22,4.3,-5.6,2.12,0.0
1027,Mar,14,50,96,26,23,-10,0,5,2,50.66,2.5,-5.6,-3.25,2.5
1027,Apr,15,67,96,13,23,-10,5,0,2,38.77,5.85,-5.6,-3.12,2.5
1027,May,19,99,96,18,23,0,0,0,2,55.1,4.95,-5.6,2.38,0.0
1027,Jun,11,72,96,29,23,10,10,10,2,64.4,8.6,-5.6,6.38,10.0
1028,Jan,16,68,73,12,15,0,0,5,0,45.5,3.4,-7.3,2.0,2.5
1028,Feb,24,62,73,10,15,0,0,5,0,53.26,3.1,-7.3,3.0,2.5
1028,Mar,7,65,73,28,15,0,10,0,0,44.95,8.25,-7.3,0.88,5.0
1028,Apr,12,75,73,26,15,0,10,5,0,53.27,8.75,-7.3,1.5,7.5
1028,May,36,95,73,26,15,0,5,0,0,77.18,7.25,-7.3,4.5,2.5
1028,Jun,5,93,73,11,15,10,0,10,0,44.2,4.65,-7.3,5.62,5.0
1029,Jan,6,72,99,30,24,10,10,5,2,61.54,8.6,-5.9,5.75,7.5
1029,Feb,22,88,99,16,24,10,10,10,2,62.84,9.4,-5.9,7.75,10.0
1029,Mar,7,78,99,21,24,0,10,5,2,48.92,8.9,-5.9,0.88,7.5
1029,Apr,8,73,99,14,24,0,5,0,2,42.1,6.15,-5.9,1.0,2.5
1029,May,27,92,99,21,24,-10,0,5,2,62.43,4.6,-5.9,-1.62,2.5
1029,Jun,30,59,99,12,24,-10,0,5,2,49.92,2.95,-5.9,-1.25,2.5
1030,Jan,27,63,60,22,29,-10,10,0,4,56.64,8.15,2.0,-1.62,5.0
1030,Feb,20,71,60,16,29,10,10,5,4,56.2,8.55,2.0,7.5,7.5
1030,Mar,27,82,60,29,29,10,10,10,4,71.93,9.1,2.0,8.38,10.0
1030,Apr,28,55,60,25,29,0,5,0,4,56.31,5.25,2.0,3.5,2.5
1030,May,27,66,60,16,29,0,10,10,4,55.79,8.3,2.0,3.38,10.0
1030,Jun,28,88,60,15,29,0,5,0,4,54.95,6.9,2.0,3.5,2.5
1031,Jan,34,74,70,25,34,-10,0,5,4,64.61,3.7,1.0,-0.75,2.5
1031,Feb,23,61,70,14,34,10,0,5,4,56.22,3.05,1.0,7.88,2.5
1031,Mar,12,79,70,29,34,0,5,5,4,53.07,6.45,1.0,1.5,5.0
1031,Apr,38,88,70,18,34,10,10,5,4,75.34,9.4,1.0,9.75,7.5
1031,May,22,84,70,29,34,-10,10,0,4,56.1,9.2,1.0,-2.25,5.0
1031,Jun,28,71,70,18,34,10,5,10,4,69.48,6.05,1.0,8.5,7.5
1032,Jan,29,79,74,13,40,-10,5,10,1,62.51,6.45,-5.4,-1.38,7.5
1032,Feb,34,80,74,29,40,-10,5,0,1,76.75,6.5,-5.4,-0.75,2.5
1032,Mar,26,58,74,13,40,-10,0,10,1,61.81,2.9,-5.4,-1.75,5.0
1032,Apr,14,52,74,11,40,-10,5,10,1,52.78,5.1,-5.4,-3.25,7.5
1032,May,16,62,74,11,40,10,0,0,1,54.02,3.1,-5.4,7.0,0.0
1032,Jun,38,67,74,16,40,-10,0,0,1,69.06,3.35,-5.4,-0.25,0.0
1033,Jan,26,71,82,18,29,10,0,5,4,56.54,3.55,-0.2,8.25,2.5
1033,Feb,18,66,82,21,29,0,5,5,4,52.72,5.8,-0.2,2.25,5.0
1033,Mar,27,50,82,24,29,10,0,0,4,61.95,2.5,-0.2,8.38,0.0
1033,Apr,33,76,82,29,29,-10,5,5,4,67.5,6.3,-0.2,-0.88,5.0
1033,May,15,53,82,23,29,0,10,0,4,47.97,7.65,-0.2,1.88,5.0
1033,Jun,33,100,82,13,29,-10,5,10,4,62.61,7.5,-0.2,-0.88,7.5
1034,Jan,12,100,78,15,31,10,0,5,0,61.26,5.0,-7.8,6.5,2.5
1034,Feb,37,70,78,15,31,10,5,0,0,77.84,6.0,-7.8,9.62,2.5
1034,Mar,21,54,78,17,31,10,10,0,0,61.63,7.7,-7.8,7.62,5.0
1034,Apr,28,94,78,26,31,0,0,0,0,71.48,4.7,-7.8,3.5,0.0
1034,May,29,99,78,26,31,10,5,5,0,77.81,7.45,-7.8,8.62,5.0
1034,Jun,20,71,78,13,31,0,0,0,0,53.32,3.55,-7.8,2.5,0.0
1035,Jan,17,73,89,27,10,10,10,10,2,61.89,8.65,-4.9,7.12,10.0
1035,Feb,19,64,89,18,10,10,5,5,2,50.1,5.7,-4.9,7.38,5.0
1035,Mar,35,99,89,10,10,10,5,0,2,60.82,7.45,-4.9,9.38,2.5
1035,Apr,8,62,89,21,10,10,5,0,2,44.64,5.6,-4.9,6.0,2.5
1035,May,6,56,89,10,10,-10,10,5,2,28.94,7.8,-4.9,-4.25,7.5
1035,Jun,33,82,89,29,10,-10,10,0,2,66.74,9.1,-4.9,-0.88,5.0
1036,Jan,7,91,66,27,26,-10,5,10,5,46.38,7.05,3.4,-4.12,7.5
1036,Feb,26,80,66,15,26,10,5,0,5,52.07,6.5,3.4,8.25,2.5
1036,Mar,27,78,66,12,26,-10,0,0,5,46.74,3.9,3.4,-1.62,0.0
1036,Apr,35,96,66,10,26,-10,10,0,5,55.25,9.8,3.4,-0.62,5.0
1036,May,40,94,66,16,26,-10,5,10,5,62.61,7.2,3.4,0.0,7.5
1036,Jun,34,63,66,25,26,-10,5,0,5,52.56,5.65,3.4,-0.75,2.5
1037,Jan,31,100,53,17,14,10,0,10,1,69.88,5.0,-3.3,8.88,5.0
1037,Feb,39,61,53,14,14,0,5,10,1,64.42,5.55,-3.3,4.88,7.5
1037,Mar,40,85,53,28,14,0,10,10,1,78.1,9.25,-3.3,5.0,10.0
1037,Apr,23,81,53,18,14,10,0,5,1,52.56,4.05,-3.3,7.88,2.5
1037,May,34,81,53,16,14,0,10,0,1,64.03,9.05,-3.3,4.25,5.0
1037,Jun,20,56,53,21,14,10,10,10,1,59.34,7.8,-3.3,7.5,10.0
1038,Jan,35,89,63,25,27,0,10,5,0,78.41,9.45,-6.3,4.38,7.5
1038,Feb,35,97,63,18,27,0,10,0,0,75.96,9.85,-6.3,4.38,5.0
1038,Mar,26,83,63,17,27,10,0,0,0,60.2,4.15,-6.3,8.25,0.0
1038,Apr,13,72,63,16,27,10,5,10,0,56.44,6.1,-6.3,6.62,7.5
1038,May,36,75,63,24,27,0,10,0,0,77.47,8.75,-6.3,4.5,5.0
1038,Jun,19,80,63,17,27,10,10,10,0,69.11,9.0,-6.3,7.38,10.0
1039,Jan,31,75,65,13,39,0,5,5,3,64.1,6.25,-0.5,3.88,5.0
1039,Feb,6,69,65,25,39,10,10,5,3,58.73,8.45,-0.5,5.75,7.5
1039,Mar,21,57,65,13,39,-10,0,10,3,46.81,2.85,-0.5,-2.38,5.0
1039,Apr,21,79,65,20,39,-10,10,10,3,60.81,8.95,-0.5,-2.38,10.0
1039,May,31,51,65,13,39,0,10,5,3,64.37,7.55,-0.5,3.88,7.5
1039,Jun,22,66,65,24,39,-10,0,0,3,55.84,3.3,-0.5,-2.25,0.0
1040,Jan,15,76,81,18,14,10,10,0,1,52.36,8.8,-6.1,6.88,5.0
1040,Feb,17,95,81,24,14,10,10,5,1,63.24,9.75,-6.1,7.12,7.5
1040,Mar,19,80,81,22,14,-10,5,5,1,53.34,6.5,-6.1,-2.62,5.0
1040,Apr,25,88,81,20,14,0,0,10,1,61.99,4.4,-6.1,3.12,5.0
1040,May,17,59,81,11,14,0,5,0,1,42.92,5.45,-6.1,2.12,2.5
1040,Jun,37,99,81,27,14,10,10,10,1,86.85,9.95,-6.1,9.62,10.0
1041,Jan,36,77,87,18,24,-10,0,0,2,60.51,3.85,-4.7,-0.5,0.0
1041,Feb,22,53,87,26,24,-10,0,0,2,47.18,2.65,-4.7,-2.25,0.0
1041,Mar,25,63,87,18,24,0,10,5,2,58.71,8.15,-4.7,3.12,7.5
1041,Apr,34,69,87,20,24,10,5,0,2,68.25,5.95,-4.7,9.25,2.5
1041,May,20,93,87,28,24,-10,5,5,2,62.35,7.15,-4.7,-2.5,5.0
1041,Jun,8,80,87,28,24,-10,5,10,2,49.86,6.5,-4.7,-4.0,7.5
1042,Jan,13,99,70,16,11,-10,5,5,4,38.9,7.45,1.0,-3.38,5.0
1042,Feb,13,77,70,22,11,0,0,10,4,39.83,3.85,1.0,1.62,5.0
1042,Mar,24,85,70,18,11,-10,10,0,4,42.49,9.25,1.0,-2.0,5.0
1042,Apr,13,76,70,18,11,0,0,5,4,36.32,3.8,1.0,1.62,2.5
1042,May,38,67,70,25,11,0,10,10,4,65.02,8.35,1.0,4.75,10.0
1042,Jun,34,89,70,11,11,-10,0,10,4,53.35,4.45,1.0,-0.75,5.0
1043,Jan,6,89,65,26,12,-10,0,0,2,32.54,4.45,-2.5,-4.25,0.0
1043,Feb,16,73,65,19,12,10,10,5,2,54.13,8.65,-2.5,7.0,7.5
1043,Mar,28,82,65,23,12,0,5,5,2,57.67,6.6,-2.5,3.5,5.0
1043,Apr,28,98,65,30,12,-10,10,0,2,63.33,9.9,-2.5,-1.5,5.0
1043,May,35,55,65,21,12,10,0,0,2,60.83,2.75,-2.5,9.38,0.0
1043,Jun,17,56,65,19,12,0,5,10,2,42.71,5.3,-2.5,2.12,7.5
1044,Jan,21,61,54,26,39,10,0,0,3,57.15,3.05,0.6,7.62,0.0
1044,Feb,19,93,54,14,39,10,0,10,3,60.04,4.65,0.6,7.38,5.0
1044,Mar,36,85,54,16,39,0,5,0,3,70.47,6.75,0.6,4.5,2.5
1044,Apr,39,68,54,25,39,10,5,0,3,75.54,5.9,0.6,9.88,2.5
1044,May,26,63,54,24,39,-10,10,0,3,60.92,8.15,0.6,-1.75,5.0
1044,Jun,10,68,54,29,39,0,5,5,3,52.18,5.9,0.6,1.25,5.0
1045,Jan,39,66,71,25,20,-10,5,0,4,61.76,5.8,0.9,-0.12,2.5
1045,Feb,27,60,71,10,20,10,5,10,4,52.7,5.5,0.9,8.38,7.5
1045,Mar,12,91,71,14,20,10,10,0,4,41.7,9.55,0.9,6.5,5.0
1045,Apr,6,68,71,24,20,10,10,0,4,42.39,8.4,0.9,5.75,5.0
1045,May,34,69,71,10,20,0,0,10,4,52.63,3.45,0.9,4.25,5.0
1045,Jun,31,80,71,26,20,0,5,10,4,61.79,6.5,0.9,3.88,7.5
1046,Jan,10,93,56,21,23,-10,0,5,0,43.86,4.65,-5.6,-3.75,2.5
1046,Feb,20,61,56,13,23,10,5,10,0,55.64,5.55,-5.6,7.5,7.5
1046,Mar,13,69,56,23,23,0,10,5,0,54.1,8.45,-5.6,1.62,7.5
1046,Apr,20,63,56,16,23,-10,0,0,0,47.96,3.15,-5.6,-2.5,0.0
1046,May,20,93,56,15,23,10,0,10,0,61.61,4.65,-5.6,7.5,5.0
1046,Jun,39,92,56,15,23,10,0,5,0,72.77,4.6,-5.6,9.88,2.5
1047,Jan,19,99,99,23,14,10,10,10,1,66.4,9.95,-7.9,7.38,10.0
1047,Feb,16,90,99,26,14,0,10,0,1,58.86,9.5,-7.9,2.0,5.0
1047,Mar,31,65,99,18,14,0,5,0,1,62.54,5.75,-7.9,3.88,2.5
1047,Apr,24,56,99,27,14,10,5,5,1,65.6,5.3,-7.9,8.0,5.0
1047,May,39,52,99,20,14,0,0,5,1,68.4,2.6,-7.9,4.88,2.5
1047,Jun,15,81,99,10,14,10,10,0,1,52.14,9.05,-7.9,6.88,5.0
1048,Jan,29,67,78,12,39,0,0,5,5,54.33,3.35,2.2,3.62,2.5
1048,Feb,37,66,78,20,39,10,5,0,5,74.58,5.8,2.2,9.62,2.5
1048,Mar,34,62,78,12,39,0,0,5,5,62.28,3.1,2.2,4.25,2.5
1048,Apr,40,58,78,29,39,0,0,10,5,78.59,2.9,2.2,5.0,5.0
1048,May,37,60,78,15,39,10,0,5,5,68.32,3.0,2.2,9.62,2.5
1048,Jun,13,97,78,13,39,-10,5,5,5,45.68,7.35,2.2,-3.38,5.0
1049,Jan,9,70,83,16,28,10,0,10,3,47.5,3.5,-2.3,6.12,5.0
1049,Feb,9,52,83,20,28,-10,10,10,3,40.14,7.6,-2.3,-3.88,10.0
1049,Mar,9,62,83,27,28,-10,5,10,3,48.2,5.6,-2.3,-3.88,7.5
1049,Apr,28,86,83,15,28,0,5,0,3,60.17,6.8,-2.3,3.5,2.5
1049,May,7,52,83,17,28,-10,0,10,3,35.7,2.6,-2.3,-4.12,5.0
1049,Jun,34,61,83,12,28,-10,5,5,3,55.92,5.55,-2.3,-0.75,5.0
1050,Jan,35,91,76,15,11,-10,0,5,5,48.0,4.55,2.4,-0.62,2.5
1050,Feb,31,91,76,15,11,10,5,0,5,52.58,7.05,2.4,8.88,2.5
1050,Mar,22,79,76,16,11,10,5,0,5,48.76,6.45,2.4,7.75,2.5
1050,Apr,28,96,76,28,11,-10,10,0,5,56.03,9.8,2.4,-1.5,5.0
1050,May,26,87,76,13,11,0,10,5,5,51.84,9.35,2.4,3.25,7.5
1050,Jun,30,69,76,24,11,10,10,5,5,57.14,8.45,2.4,8.75,7.5
