Student_ID,Month,Hours_Studied,Attendance,Submission_Timeliness,Participation,Extra_C,Previous_Scores,Test_Score,Project_Marks,Backlogs,Exam_Score
1023,Feb,28.6,91.0,No Submmission,High,Highly Active,77.0,19.0,11.0,0.0,33.12
1023,Mar,23.0,74.0,On time,High,Active,77.0,19.6,11.0,0.0,40.09
1023,Apr,23.0,79.0,No Submmission,High,Inactive,77.0,21.0,11.0,0.0,48.43
1023,May,32.0,92.0,Late,High,Inactive,77.0,25.0,11.0,0.0,59.81
1023,Jun,37.0,76.0,No Submmission,High,Highly Active,77.0,22.0,11.0,0.0,61.27
1024,Jan,17.0,91.0,Late,Medium,Highly Active,92.0,23.6,32.0,1.0,37.43
1024,Feb,7.0,59.0,No Submmission,High,Highly Active,92.0,20.0,32.0,1.0,41.92
1024,Mar,29.0,77.0,Late,Low,Highly Active,92.0,30.0,32.0,1.0,61.43
1024,Apr,17.0,75.0,Late,High,Active,92.0,22.0,32.0,1.0,46.56
1024,May,15.0,73.0,No Submmission,Low,Highly Active,92.0,23.0,32.0,1.0,50.75
1024,Jun,17.0,87.0,Late,Low,Inactive,92.0,23.0,32.0,1.0,38.62
1025,Jan,37.0,62.0,No Submmission,High,Active,80.0,23.0,36.0,5.0,32.69
1025,Feb,8.0,81.0,On time,High,Active,80.0,21.0,36.0,5.0,46.9
1025,Mar,37.0,72.0,On time,Medium,Active,80.0,30.0,36.0,5.0,62.66
1025,Apr,16.0,66.0,On time,Medium,Highly Active,80.0,26.0,36.0,5.0,57.54
1025,May,38.0,78.0,On time,High,Active,80.0,27.0,36.0,5.0,61.02
1025,Jun,10.0,73.0,Late,Low,Highly Active,80.0,11.0,36.0,5.0,34.02
1026,Jan,18.0,67.2,Late,Low,Active,92.0,29.0,11.0,1.0,49.06
1026,Feb,7.0,75.0,No Submmission,Low,Highly Active,92.0,20.0,11.0,1.0,36.85
1026,Mar,31.0,76.0,No Submmission,High,Active,92.0,29.0,11.0,1.0,68.8
1026,Apr,14.0,73.0,No Submmission,Low,Inactive,92.0,29.0,11.0,1.0,52.1
1026,May,18.0,60.0,Late,High,Inactive,92.0,25.8,11.0,1.0,38.26
1026,Jun,10.0,52.0,No Submmission,Low,Inactive,92.0,22.0,11.0,1.0,35.51
1027,Jan,37.0,97.0,On time,Low,Active,77.0,21.0,19.0,5.0,69.13
1027,Feb,40.0,87.0,On time,Medium,Active,77.0,29.0,19.0,5.0,70.46
1027,Mar,20.0,92.0,No Submmission,Medium,Active,77.0,22.0,19.0,5.0,36.81
1027,Apr,30.0,66.0,Late,Medium,Inactive,77.0,24.0,19.0,5.0,46.0
1027,May,18.0,78.0,On time,Medium,Inactive,77.0,22.0,19.0,5.0,30.74
1027,Jun,23.0,84.0,Late,Medium,Active,77.0,14.0,19.0,5.0,34.28
1028,Jan,18.0,70.0,On time,Low,Highly Active,60.0,14.0,20.0,3.0,52.1
1028,Feb,13.5,57.0,No Submmission,High,Inactive,60.0,22.33,20.0,3.0,17.86
1028,Mar,13.5,73.0,On time,High,Highly Active,60.0,25.0,20.0,3.0,29.91
1028,Apr,13.5,67.75,On time,High,Highly Active,60.0,22.33,20.0,3.0,32.27
1028,May,9.0,71.0,Late,Low,Highly Active,60.0,22.33,20.0,3.0,32.28
1028,Jun,13.5,67.75,On time,High,Highly Active,60.0,28.0,20.0,3.0,29.19
1029,Jan,25.0,77.0,No Submmission,Low,Inactive,84.0,18.0,32.0,5.0,42.11
1029,Feb,37.0,80.0,On time,High,Inactive,84.0,16.0,32.0,5.0,63.81
1029,Mar,39.0,54.0,No Submmission,High,Highly Active,84.0,20.5,32.0,5.0,51.52
1029,Apr,18.0,71.0,No Submmission,Low,Active,84.0,22.0,32.0,5.0,46.03
1029,May,27.0,91.0,Late,High,Highly Active,84.0,20.5,32.0,5.0,34.62
1029,Jun,16.0,89.0,On time,High,Highly Active,84.0,26.0,32.0,5.0,60.98
1030,Jan,22.0,98.0,Late,High,Inactive,78.0,14.0,12.0,4.0,42.01
1030,Feb,25.0,92.0,No Submmission,Low,Highly Active,78.0,19.0,12.0,4.0,43.59
1030,Mar,11.0,88.6,Late,High,Highly Active,78.0,28.0,12.0,4.0,35.93
1030,Apr,37.0,90.0,No Submmission,Medium,Highly Active,78.0,28.0,12.0,4.0,60.99
1030,May,6.0,81.0,On time,High,Inactive,78.0,17.0,12.0,4.0,38.38
1030,Jun,14.0,82.0,On time,High,Highly Active,78.0,25.0,12.0,4.0,52.88
1031,Jan,29.2,61.0,On time,Low,Highly Active,53.0,18.0,20.0,5.0,24.65
1031,Feb,26.0,67.4,No Submmission,Low,Inactive,53.0,13.0,20.0,5.0,29.61
1031,Mar,31.0,54.0,Late,Medium,Active,53.0,24.0,20.0,5.0,57.81
1031,Apr,30.0,79.0,On time,Low,Inactive,53.0,21.0,20.0,5.0,53.07
1031,May,30.0,57.0,No Submmission,Low,Inactive,53.0,15.0,20.0,5.0,26.97
1031,Jun,29.0,86.0,On time,Low,Inactive,53.0,18.2,20.0,5.0,41.39
1032,Jan,9.0,80.5,On time,Medium,Inactive,84.0,26.0,18.0,0.0,40.61
1032,Feb,8.0,80.5,On time,High,Active,84.0,18.75,18.0,0.0,27.61
1032,Mar,37.0,76.0,Late,Low,Highly Active,84.0,17.0,18.0,0.0,57.72
1032,Apr,35.0,80.5,No Submmission,Low,Highly Active,84.0,11.0,18.0,0.0,43.83
1032,May,24.0,85.0,Late,High,Active,84.0,21.0,18.0,0.0,56.49
1032,Jun,27.0,80.5,Late,High,Active,84.0,18.75,18.0,0.0,37.78
1033,Jan,40.0,100.0,No Submmission,High,Inactive,64.0,26.0,14.0,4.0,59.66
1033,Feb,20.4,85.0,Late,Low,Inactive,64.0,24.0,14.0,4.0,38.72
1033,Mar,7.0,85.0,Late,Medium,Inactive,64.0,11.0,14.0,4.0,14.27
1033,Apr,13.0,77.0,On time,Low,Inactive,64.0,29.0,14.0,4.0,46.92
1033,May,22.0,85.0,No Submmission,Low,Inactive,64.0,28.0,14.0,4.0,34.07
1033,Jun,20.0,78.0,Late,Low,Inactive,64.0,26.0,14.0,4.0,38.67
1034,Jan,25.0,84.0,Late,High,Highly Active,63.0,11.0,35.0,5.0,20.52
1034,Feb,23.0,91.0,Late,Medium,Highly Active,63.0,27.0,35.0,5.0,55.21
1034,Mar,17.0,77.25,Late,High,Highly Active,63.0,19.0,35.0,5.0,39.43
1034,Apr,25.0,65.0,Late,High,Highly Active,63.0,28.0,35.0,5.0,23.73
1034,May,27.0,77.25,Late,Medium,Highly Active,63.0,24.0,35.0,5.0,32.73
1034,Jun,33.0,69.0,Late,Low,Highly Active,63.0,12.0,35.0,5.0,59.83
1035,Jan,34.0,62.0,No Submmission,Medium,Active,74.0,11.0,32.0,3.0,53.65
1035,Feb,33.75,67.67,Late,High,Highly Active,74.0,18.0,32.0,3.0,11.26
1035,Mar,33.75,67.67,Late,High,Highly Active,74.0,15.6,32.0,3.0,52.87
1035,Apr,35.0,84.0,On time,High,Highly Active,74.0,22.0,32.0,3.0,73.28
1035,May,38.0,67.67,On time,High,Highly Active,74.0,10.0,32.0,3.0,64.77
1035,Jun,28.0,57.0,Late,High,Highly Active,74.0,17.0,32.0,3.0,61.38
1036,Jan,15.0,88.0,Late,High,Highly Active,59.0,10.0,32.0,3.0,52.37
1036,Feb,14.0,75.2,Late,High,Highly Active,59.0,24.0,32.0,3.0,42.03
1036,Mar,14.0,81.0,Late,High,Highly Active,59.0,16.0,32.0,3.0,29.72
1036,Apr,11.0,53.0,Late,High,Highly Active,59.0,17.8,32.0,3.0,32.88
1036,May,15.8,68.0,Late,Low,Active,59.0,21.0,32.0,3.0,29.87
1036,Jun,25.0,86.0,No Submmission,Medium,Active,59.0,18.0,32.0,3.0,51.46
1037,Jan,24.0,79.75,Late,Medium,Highly Active,47.0,19.0,21.0,5.0,21.3
1037,Feb,12.0,81.0,On time,High,Highly Active,47.0,28.0,21.0,5.0,48.97
1037,Mar,37.0,79.75,Late,Medium,Highly Active,47.0,19.25,21.0,5.0,23.99
1037,Apr,27.0,62.0,Late,Medium,Inactive,47.0,10.0,21.0,5.0,16.12
1037,May,24.0,93.0,No Submmission,Medium,Inactive,47.0,20.0,21.0,5.0,42.28
1037,Jun,38.0,83.0,Late,Medium,Highly Active,47.0,19.25,21.0,5.0,44.69
1038,Jan,13.0,69.8,No Submmission,Low,Highly Active,62.0,20.0,14.0,5.0,16.28
1038,Feb,16.0,66.0,No Submmission,Low,Inactive,62.0,20.0,14.0,5.0,34.53
1038,Mar,24.0,80.0,On time,Low,Highly Active,62.0,23.0,14.0,5.0,49.41
1038,Apr,20.0,74.0,Late,High,Highly Active,62.0,21.6,14.0,5.0,39.91
1038,May,21.0,50.0,On time,High,Highly Active,62.0,15.0,14.0,5.0,44.44
1038,Jun,8.0,79.0,On time,Medium,Inactive,62.0,30.0,14.0,5.0,35.78
1039,Jan,16.0,68.25,Late,High,Inactive,86.0,19.75,34.0,2.0,48.66
1039,Feb,11.0,78.0,Late,High,Active,86.0,25.0,34.0,2.0,58.09
1039,Mar,13.0,68.25,No Submmission,High,Inactive,86.0,13.0,34.0,2.0,32.54
1039,Apr,7.0,81.0,Late,High,Inactive,86.0,19.75,34.0,2.0,27.83
1039,May,25.0,57.0,Late,High,Inactive,86.0,22.0,34.0,2.0,63.47
1039,Jun,24.0,57.0,On time,High,Inactive,86.0,19.0,34.0,2.0,61.36
1040,Jan,20.0,65.0,On time,Low,Inactive,96.0,25.0,19.0,5.0,55.11
1040,Feb,32.0,76.2,Late,Low,Inactive,96.0,15.0,19.0,5.0,39.15
1040,Mar,9.0,97.0,Late,Low,Inactive,96.0,29.0,19.0,5.0,47.27
1040,Apr,24.0,53.0,Late,High,Inactive,96.0,20.0,19.0,5.0,30.41
1040,May,28.0,79.0,Late,Medium,Inactive,96.0,28.0,19.0,5.0,62.65
1040,Jun,31.0,87.0,Late,Medium,Inactive,96.0,23.4,19.0,5.0,47.37
1041,Jan,36.0,66.0,No Submmission,High,Active,90.0,19.0,17.0,2.0,55.18
1041,Feb,31.0,89.0,On time,Low,Highly Active,90.0,19.0,17.0,2.0,57.69
1041,Mar,32.0,54.0,Late,Low,Active,90.0,24.0,17.0,2.0,63.33
1041,Apr,31.0,52.0,On time,Low,Highly Active,90.0,19.0,17.0,2.0,51.76
1041,May,15.0,71.2,On time,Medium,Active,90.0,14.0,17.0,2.0,34.45
1041,Jun,29.0,95.0,No Submmission,Low,Inactive,90.0,19.0,17.0,2.0,20.96
1042,Jan,17.25,88.0,On time,Low,Active,92.0,22.2,34.0,2.0,28.63
1042,Feb,11.0,88.0,On time,High,Inactive,92.0,23.0,34.0,2.0,65.34
1042,Mar,17.25,54.0,Late,Low,Active,92.0,20.0,34.0,2.0,25.48
1042,Apr,21.0,93.0,Late,Low,Active,92.0,19.0,34.0,2.0,63.4
1042,May,17.0,97.0,On time,Low,Inactive,92.0,29.0,34.0,2.0,61.42
1042,Jun,20.0,75.0,On time,Low,Highly Active,92.0,20.0,34.0,2.0,55.92
1043,Jan,40.0,74.4,No Submmission,Low,Highly Active,95.0,30.0,14.0,3.0,56.9
1043,Feb,15.0,63.0,Late,High,Inactive,95.0,29.0,14.0,3.0,51.64
1043,Mar,29.0,83.0,On time,Low,Active,95.0,28.0,14.0,3.0,67.29
1043,Apr,9.0,73.0,No Submmission,Low,Active,95.0,20.0,14.0,3.0,30.53
1043,May,38.0,58.0,No Submmission,High,Active,95.0,21.0,14.0,3.0,55.54
1043,Jun,36.0,95.0,No Submmission,High,Highly Active,95.0,17.0,14.0,3.0,61.22
1044,Jan,33.0,75.0,No Submmission,Low,Highly Active,82.0,10.0,30.0,5.0,49.57
1044,Feb,12.0,53.0,On time,High,Active,82.0,23.0,30.0,5.0,49.9
1044,Mar,16.0,95.0,No Submmission,Medium,Active,82.0,23.0,30.0,5.0,34.41
1044,Apr,31.0,88.0,No Submmission,Low,Inactive,82.0,28.0,30.0,5.0,48.44
1044,May,6.0,96.0,No Submmission,Low,Active,82.0,25.0,30.0,5.0,35.45
1044,Jun,28.0,63.0,No Submmission,High,Inactive,82.0,21.8,30.0,5.0,39.01
1045,Jan,32.0,96.0,On time,High,Inactive,59.0,18.0,25.0,4.0,58.6
1045,Feb,27.75,92.0,No Submmission,High,Highly Active,59.0,28.0,25.0,4.0,36.21
1045,Mar,31.0,85.0,No Submmission,Medium,Highly Active,59.0,10.0,25.0,4.0,38.07
1045,Apr,27.75,50.0,No Submmission,Medium,Inactive,59.0,18.0,25.0,4.0,7.64
1045,May,14.0,64.0,On time,Low,Inactive,59.0,11.0,25.0,4.0,36.88
1045,Jun,34.0,79.0,No Submmission,Low,Inactive,59.0,23.0,25.0,4.0,61.86
1046,Jan,15.25,71.0,Late,Medium,Active,89.0,23.0,36.0,5.0,22.55
1046,Feb,15.25,88.0,Late,High,Highly Active,89.0,12.0,36.0,5.0,38.02
1046,Mar,11.0,50.0,No Submmission,Medium,Inactive,89.0,20.2,36.0,5.0,21.22
1046,Apr,6.0,69.0,Late,High,Active,89.0,27.0,36.0,5.0,36.93
1046,May,23.0,59.0,No Submmission,High,Active,89.0,20.0,36.0,5.0,46.75
1046,Jun,21.0,77.0,On time,High,Inactive,89.0,19.0,36.0,5.0,58.91
1047,Jan,40.0,75.0,Late,Low,Highly Active,71.0,13.0,15.0,4.0,48.04
1047,Feb,37.0,76.0,No Submmission,High,Active,71.0,29.0,15.0,4.0,55.06
1047,Mar,31.5,66.0,Late,High,Active,71.0,17.0,15.0,4.0,27.63
1047,Apr,37.0,76.0,On time,Low,Inactive,71.0,10.0,15.0,4.0,40.54
1047,May,12.0,68.0,Late,High,Inactive,71.0,18.0,15.0,4.0,32.98
1047,Jun,31.5,95.0,Late,High,Highly Active,71.0,17.4,15.0,4.0,11.62
1048,Jan,6.0,89.0,No Submmission,High,Inactive,55.0,17.0,21.0,4.0,25.36
1048,Feb,16.0,100.0,No Submmission,High,Inactive,55.0,11.0,21.0,4.0,38.01
1048,Mar,18.0,98.0,On time,High,Inactive,55.0,17.0,21.0,4.0,46.86
1048,Apr,35.0,55.0,Late,High,Inactive,55.0,13.75,21.0,4.0,43.25
1048,May,12.0,85.0,No Submmission,High,Inactive,55.0,10.0,21.0,4.0,15.0
1048,Jun,26.0,83.0,On time,Medium,Highly Active,55.0,13.75,21.0,4.0,39.63
1049,Jan,23.0,75.25,Late,High,Highly Active,67.0,30.0,26.0,4.0,58.58
1049,Feb,36.0,75.25,Late,Medium,Highly Active,67.0,20.0,26.0,4.0,49.83
1049,Mar,30.0,66.0,Late,Low,Active,67.0,20.0,26.0,4.0,49.49
1049,Apr,16.0,96.0,On time,Low,Highly Active,67.0,25.2,26.0,4.0,42.37
1049,May,5.0,62.0,Late,Low,Highly Active,67.0,29.0,26.0,4.0,45.58
1049,Jun,11.0,77.0,No Submmission,Low,Highly Active,67.0,27.0,26.0,4.0,43.42
1050,Jan,25.0,62.0,No Submmission,Low,Inactive,87.0,21.0,40.0,3.0,44.34
1050,Feb,6.0,75.0,On time,Medium,Highly Active,87.0,27.0,40.0,3.0,31.88
1050,Mar,16.0,75.0,On time,High,Active,87.0,17.0,40.0,3.0,44.41
1050,Apr,25.0,96.0,No Submmission,High,Highly Active,87.0,20.0,40.0,3.0,70.52
